 Month Observed, Year Observed, Species, Latitude, Longitude
January,2016,"Deer, White-Tailed",57.147963,-111.587578
January,2016,"Deer, White-Tailed",56.800923,-111.435825
January,2016,"Deer, White-Tailed",55.172016,-112.480026
January,2016,"Deer, White-Tailed",56.39228,-111.443014
January,2016,Duck/Goose/Swan,56.7112,-111.3854
January,2016,Moose,56.835872,-111.438168
January,2016,"Weasel, Small Species",56.392452,-111.443115
February,2016,"Deer, Mule",56.754869,-111.415177
February,2016,"Deer, White-Tailed",55.231915,-112.476944
March,2016,Coyote,57.133849,-111.603168
March,2016,"Deer, White-Tailed",56.754869,-111.415177
April,2016,"Deer, Mule",53.37254,-112.830372
April,2016,"Deer, White-Tailed",53.67136,-113.245629
May,2016,"Bear, Black",55.336987,-111.278567
May,2016,Coyote,53.701865,-113.639335
May,2016,Coyote,53.548321,-113.247075
May,2016,"Dog, Domestic",53.716231,-113.511291
May,2016,Hawk/Eagle,53.6123,-113.245324
May,2016,Porcupine,53.637039,-113.245305
May,2016,Porcupine,53.640173,-113.24582
June,2016,"Bear, Black",57.228991,-111.5919
June,2016,Coyote,55.109948,-112.49342
June,2016,"Deer, Mule",56.303951,-110.950515
June,2016,"Deer, Mule",56.733634,-111.402335
June,2016,"Deer, Unknown",55.361121,-112.472936
June,2016,"Deer, White-Tailed",56.261236,-111.619081
June,2016,"Deer, White-Tailed",56.284548,-111.610496
June,2016,"Deer, White-Tailed",54.908964,-112.531855
June,2016,"Deer, White-Tailed",55.16985,-112.479938
June,2016,"Deer, White-Tailed",53.614565,-113.245362
June,2016,"Deer, White-Tailed",54.832051,-112.552236
June,2016,"Deer, White-Tailed",56.999088,-111.552022
June,2016,"Deer, White-Tailed",55.502786,-112.359275
June,2016,"Deer, White-Tailed",55.727996,-112.196274
June,2016,Moose,54.828235,-112.561957
June,2016,Moose,55.635982,-112.175968
June,2016,Porcupine,53.58659,-113.245393
June,2016,"Skunk, Striped",53.71618,-113.436986
July,2016,Badger,49.586157172,-114.136594697
July,2016,Coyote,51.62758,-112.721592
July,2016,Coyote,51.214757,-114.00013
July,2016,"Deer, Mule",51.038491,-113.801338
July,2016,"Deer, White-Tailed",53.700686,-114.222805
July,2016,"Deer, White-Tailed",51.246431,-114.001645
July,2016,"Deer, White-Tailed",56.69736,-111.353246
July,2016,"Deer, White-Tailed",53.541177,-113.403826
July,2016,"Deer, White-Tailed",51.037878,-113.709829
July,2016,Raven/Crow/Magpie,52.907417,-111.237531
July,2016,Raven/Crow/Magpie,53.034452,-111.619669
July,2016,"Skunk, Striped",53.54047,-113.934274
August,2016,"Bear, Black",57.011411,-111.580621
August,2016,"Bear, Black",56.777531,-111.42643
August,2016,"Bear, Black",55.894941,-110.816042
August,2016,"Bear, Black",55.187492,-112.482745
August,2016,Coyote,53.622327,-115.548285
August,2016,Coyote,55.18586,-112.476002
August,2016,Coyote,55.654183,-111.134216
August,2016,"Deer, Mule",54.83579,-112.554982
August,2016,"Deer, Unknown",54.251603,-113.004804
August,2016,"Deer, White-Tailed",54.811223,-112.783285
August,2016,"Deer, White-Tailed",53.41423,-113.498065
August,2016,"Deer, White-Tailed",56.121677,-111.800485
August,2016,"Deer, White-Tailed",56.765199,-111.423491
August,2016,"Deer, White-Tailed",55.962391,-110.832011
August,2016,"Dog, Domestic",55.75227,-112.198605
August,2016,"Fox, Red",53.592006,-113.245803
August,2016,"Fox, Red",52.460266,-113.944791
August,2016,"Fox, Red",53.615826,-113.245876
August,2016,"Fox, Red",53.949808,-113.150483
August,2016,"Fox, Red",54.764281,-112.802898
August,2016,Porcupine,53.111996,-113.598335
August,2016,Porcupine,52.677376,-113.65096
August,2016,Porcupine,53.103202,-111.480397
August,2016,Porcupine,52.695545,-111.279288
August,2016,Porcupine,53.676942,-113.331484
August,2016,"Skunk, Striped",53.56928,-114.12903
August,2016,Wolf,56.201996,-111.717815
September,2016,"Bear, Black",55.6299282,-112.1847704
September,2016,"Bear, Black",55.819146,-112.179667
September,2016,"Bear, Black",56.114049,-111.805721
September,2016,Coyote,52.629119,-113.657922
September,2016,Coyote,55.191185,-112.478707
September,2016,Coyote,55.186971,-112.481677
September,2016,"Deer, Mule",51.892135,-114.02531
September,2016,"Deer, White-Tailed",55.669297,-111.102734
September,2016,"Deer, White-Tailed",55.333368,-112.470845
September,2016,"Deer, White-Tailed",53.618905,-113.245544
September,2016,"Fox, Red",52.808701,-111.842377
September,2016,"Fox, Red",52.805916,-112.026832
September,2016,Grouse,55.894941,-110.816042
September,2016,Moose,51.310419,-114.470572
September,2016,Moose,56.666082,-111.343791
September,2016,Porcupine,51.838107,-114.065978
September,2016,Porcupine,52.951328,-113.645756
September,2016,Porcupine,55.336987,-111.278567
September,2016,Porcupine,55.185729,-112.48058
September,2016,Rabbits and Hares,55.183152,-112.480738
September,2016,Raven/Crow/Magpie,55.225566,-111.327497
September,2016,"Skunk, Striped",51.429416,-113.146112
September,2016,Wolf,57.034436,-111.549314
October,2016,Coyote,53.606289,-113.245982
October,2016,Coyote,53.117722,-114.854692
October,2016,Coyote,55.463427,-112.391313
October,2016,"Deer, Mule",51.17896,-114.357828
October,2016,"Deer, Unknown",51.120291,-114.466844
October,2016,"Deer, White-Tailed",53.716184,-113.550616
October,2016,"Deer, White-Tailed",55.8943046,-110.8155209
October,2016,Elk,51.068352,-115.081092
October,2016,Moose,53.648835,-114.223461
October,2016,Porcupine,52.434153,-111.527155
October,2016,Porcupine,53.192367,-114.391936
October,2016,Porcupine,51.30422,-112.952743
October,2016,Porcupine,54.827499,-112.560324
October,2016,Porcupine,53.12251,-112.245694
October,2016,"Skunk, Striped",55.003885,-112.509985
October,2016,"Skunk, Striped",51.415447,-112.885473
November,2016,Beaver,51.08607,-112.632458
November,2016,Coyote,53.137508,-113.598349
November,2016,Coyote,51.03753817,-113.71798231
November,2016,Coyote,53.940914422,-113.280632794
November,2016,Coyote,51.05555,-113.30104
November,2016,Coyote,51.036435,-113.080923
November,2016,Coyote,50.702975751,-114.084230205
November,2016,Coyote,50.444723211,-114.237846054
November,2016,Coyote,50.383211042,-114.227511844
November,2016,Coyote,50.702792833,-114.181531943
November,2016,"Deer, Mule",56.773451,-111.420432
November,2016,"Deer, Mule",51.239611,-114.32733
November,2016,"Deer, Mule",53.391890939,-112.880945376
November,2016,"Deer, Mule",51.102708969,-114.614743441
November,2016,"Deer, Mule",51.123832623,-114.466922125
November,2016,"Deer, Mule",52.176798106,-113.814087162
November,2016,"Deer, Mule",51.094315,-113.679535
November,2016,"Deer, Mule",51.088740989,-114.40570917
November,2016,"Deer, Mule",51.170532522,-114.320159108
November,2016,"Deer, Mule",51.582453526,-114.493935071
November,2016,"Deer, Mule",51.399532864,-114.329882283
November,2016,"Deer, Mule",51.374952333,-114.329403442
November,2016,"Deer, Mule",51.144303451,-114.7264494
November,2016,"Deer, Mule",53.168440272,-112.245724326
November,2016,"Deer, Mule",51.062005903,-115.135283768
November,2016,"Deer, Mule",53.148086881,-111.223974014
November,2016,"Deer, Mule",51.038007,-113.263227
November,2016,"Deer, Mule",50.834345,-112.705751
November,2016,"Deer, Mule",50.863905,-112.910632
November,2016,"Deer, Mule",51.22540616,-114.466823051
November,2016,"Deer, Mule",56.253642624,-117.346788217
November,2016,"Deer, Mule",50.178308328,-114.182344956
November,2016,"Deer, Mule",50.148023519,-114.182038054
November,2016,"Deer, Mule",51.019785999,-114.310835934
November,2016,"Deer, Mule",50.880563,-114.329211
November,2016,"Deer, Mule",51.037986039,-114.466786393
November,2016,"Deer, Mule",50.892205838,-114.34850195
November,2016,"Deer, Mule",50.908254818,-114.465580906
November,2016,"Deer, Mule",51.037837304,-114.466656335
November,2016,"Deer, Mule",50.317162757,-113.904795774
November,2016,"Deer, Mule",50.19059466,-114.181983489
November,2016,"Deer, Mule",50.793499319,-113.962146763
November,2016,"Deer, Mule",50.837003631,-114.011246712
November,2016,"Deer, Mule",50.645439507,-113.836643076
November,2016,"Deer, Mule",50.698174777,-113.908961088
November,2016,"Deer, Mule",50.605347446,-113.882260021
November,2016,"Deer, Mule",50.705900862,-113.881830863
November,2016,"Deer, Mule",50.72939513,-114.003656694
November,2016,"Deer, Mule",50.699356747,-113.882914367
November,2016,"Deer, Mule",50.425716377,-113.828212185
November,2016,"Deer, Mule",50.702727429,-113.951476573
November,2016,"Deer, Mule",50.598586894,-113.828370627
November,2016,"Deer, Mule",50.542340288,-113.82808978
November,2016,"Deer, Mule",50.848633949,-114.028821565
November,2016,"Deer, Mule",50.831655904,-114.005627337
November,2016,"Deer, Mule",50.484671026,-113.918173793
November,2016,"Deer, Mule",50.731285293,-113.887545983
November,2016,"Deer, Mule",50.841654581,-114.016931313
November,2016,"Deer, Mule",50.541963472,-113.828265468
November,2016,"Deer, Mule",50.737240679,-114.047954057
November,2016,"Deer, Mule",50.702906997,-114.08093072
November,2016,"Deer, Mule",50.703012236,-114.085948215
November,2016,"Deer, Mule",50.812118105,-114.302151057
November,2016,"Deer, Mule",50.892370494,-114.208746591
November,2016,"Deer, Mule",50.8924027,-114.23908926
November,2016,"Deer, Mule",50.892559215,-114.284895088
November,2016,"Deer, Mule",50.484351959,-114.096220363
November,2016,"Deer, Mule",50.702850747,-114.099151287
November,2016,"Deer, Mule",49.63896996,-110.39699407
November,2016,"Deer, Mule",51.146743633,-114.264793452
November,2016,"Deer, Mule",49.65099442,-110.25934154
November,2016,"Deer, Mule",51.084306375,-115.054373425
November,2016,"Deer, Mule",51.225263332,-114.617716251
November,2016,"Deer, White-Tailed",53.583948,-114.551586
November,2016,"Deer, White-Tailed",56.773451,-111.420432
November,2016,"Deer, White-Tailed",53.577143,-116.096742
November,2016,"Deer, White-Tailed",51.29982,-114.02086
November,2016,"Deer, White-Tailed",51.03780269,-113.63729686
November,2016,"Deer, White-Tailed",52.855880032,-113.643469121
November,2016,"Deer, White-Tailed",53.099341085,-113.597997548
November,2016,"Deer, White-Tailed",52.943735914,-113.644484924
November,2016,"Deer, White-Tailed",51.037472,-113.505463
November,2016,"Deer, White-Tailed",51.037481,-113.480443
November,2016,"Deer, White-Tailed",51.14716013,-114.852362685
November,2016,"Deer, White-Tailed",51.14716013,-114.852362685
November,2016,"Deer, White-Tailed",51.554382783,-114.493658468
November,2016,"Deer, White-Tailed",51.123129632,-114.6741651
November,2016,"Deer, White-Tailed",51.087488313,-114.446259812
November,2016,"Deer, White-Tailed",54.122710861,-113.02589125
November,2016,"Deer, White-Tailed",54.326794362,-112.800758192
November,2016,"Deer, White-Tailed",50.165802464,-114.182172194
November,2016,"Deer, White-Tailed",51.03744,-113.145221
November,2016,"Deer, White-Tailed",50.863926,-112.921691
November,2016,"Deer, White-Tailed",50.907173,-113.817994
November,2016,"Deer, White-Tailed",51.152095,-113.260964
November,2016,"Deer, White-Tailed",50.834401,-112.727823
November,2016,"Deer, White-Tailed",50.183310406,-114.182132986
November,2016,"Deer, White-Tailed",50.875903,-113.036654
November,2016,"Deer, White-Tailed",50.844033,-112.826013
November,2016,"Deer, White-Tailed",50.745580519,-113.904944381
November,2016,"Deer, White-Tailed",50.628835896,-113.836833088
November,2016,"Deer, White-Tailed",50.545246844,-113.827947715
November,2016,"Deer, White-Tailed",50.804194241,-113.974040237
November,2016,"Deer, White-Tailed",50.832057691,-114.006535026
November,2016,"Deer, White-Tailed",50.668575232,-113.863132436
November,2016,"Deer, White-Tailed",50.776669413,-113.941285978
November,2016,"Deer, White-Tailed",50.588823257,-113.828030888
November,2016,"Deer, White-Tailed",50.804180572,-113.975017917
November,2016,"Deer, White-Tailed",50.81784659,-113.989598597
November,2016,"Deer, White-Tailed",50.71774568,-113.826477262
November,2016,"Deer, White-Tailed",50.796128842,-113.964889113
November,2016,"Deer, White-Tailed",50.717816572,-113.806420878
November,2016,"Deer, White-Tailed",50.709188445,-113.882167014
November,2016,"Deer, White-Tailed",50.71771032,-113.811646895
November,2016,"Deer, White-Tailed",50.805037651,-113.944041748
November,2016,"Deer, White-Tailed",50.805090504,-113.890465237
November,2016,"Deer, White-Tailed",50.760612282,-113.974442615
November,2016,"Deer, White-Tailed",50.641948374,-113.836894239
November,2016,"Deer, White-Tailed",50.702838897,-114.162130244
November,2016,"Deer, White-Tailed",50.301192925,-114.226152045
November,2016,"Deer, White-Tailed",50.637647848,-114.232660708
November,2016,"Deer, White-Tailed",50.703031784,-114.055169527
November,2016,"Deer, White-Tailed",50.746642605,-114.138886692
November,2016,"Deer, White-Tailed",50.688707916,-114.214376554
November,2016,"Deer, White-Tailed",50.892385287,-114.215596821
November,2016,"Deer, White-Tailed",50.702901519,-114.187735696
November,2016,"Deer, White-Tailed",50.790864513,-114.301817561
November,2016,"Deer, White-Tailed",50.340582973,-114.228430686
November,2016,"Deer, White-Tailed",51.088736923,-114.41558783
November,2016,"Deer, White-Tailed",52.696940876,-113.644049317
November,2016,"Deer, White-Tailed",51.140991342,-114.885698017
November,2016,Elk,50.771161012,-114.301969234
November,2016,Elk,51.077166251,-115.058666719
November,2016,Moose,51.532985,-114.43554
November,2016,Moose,52.989271819,-114.432581803
November,2016,Moose,52.96004714,-114.484357825
November,2016,Moose,50.382767623,-114.227670594
November,2016,Moose,51.30239482,-114.470176734
November,2016,Porcupine,50.828926,-112.465578
November,2016,Porcupine,51.183398576,-113.009094084
November,2016,Rabbits and Hares,51.271763176,-114.001133148
November,2016,Rabbits and Hares,51.067066,-113.884801
November,2016,Rabbits and Hares,51.286822846,-113.998942532
November,2016,"Skunk, Striped",53.263001613,-112.346938409
December,2016,"Animal, Unknown",55.1704113,-118.9112048
December,2016,Coyote,53.481836999,-113.762560794
December,2016,Coyote,51.58805247,-113.82593971
December,2016,Coyote,51.526097806,-114.024800613
December,2016,Coyote,55.3236062,-118.7838701
December,2016,"Deer, Mule",51.088413131,-114.40008332
December,2016,"Deer, Mule",51.091895141,-114.559480716
December,2016,"Deer, Mule",52.904689363,-118.064650465
December,2016,"Deer, Mule",51.19285529,-114.399300786
December,2016,"Deer, Mule",50.746644549,-114.182328349
December,2016,"Deer, Mule",51.399373356,-114.470218476
December,2016,"Deer, Mule",49.71199554,-110.31310248
December,2016,"Deer, Mule",51.226919806,-114.697353551
December,2016,"Deer, Mule",49.98312768,-110.42841569
December,2016,"Deer, Mule",56.305674361,-117.720496059
December,2016,"Deer, Mule",51.191094001,-114.450499546
December,2016,"Deer, Mule",51.1932194,-114.399731783
December,2016,"Deer, Unknown",56.305619502,-117.828010228
December,2016,"Deer, Unknown",51.416700385,-114.367589364
December,2016,"Deer, White-Tailed",53.454396534,-114.315700606
December,2016,"Deer, White-Tailed",51.037554,-113.783617
December,2016,"Deer, White-Tailed",51.183371,-113.167451
December,2016,"Deer, White-Tailed",52.585513992,-113.915161388
December,2016,"Deer, White-Tailed",53.210419281,-114.867503587
December,2016,"Deer, White-Tailed",53.221509294,-114.090687242
December,2016,"Deer, White-Tailed",51.006418206,-114.484159019
December,2016,"Deer, White-Tailed",51.006148595,-114.484561123
December,2016,"Deer, White-Tailed",50.422100904,-114.218620481
December,2016,"Deer, White-Tailed",53.585239006,-114.001570093
December,2016,"Deer, White-Tailed",56.7893446,-111.4299714
December,2016,"Deer, White-Tailed",54.079397265,-114.744366402
December,2016,"Deer, White-Tailed",50.574205941,-114.230891503
December,2016,"Deer, White-Tailed",50.6593375,-114.353669765
December,2016,"Deer, White-Tailed",50.746639864,-114.100207908
December,2016,"Deer, White-Tailed",50.556278233,-114.230928184
December,2016,"Deer, White-Tailed",50.892535522,-114.243460135
December,2016,"Deer, White-Tailed",50.20057355,-114.181809395
December,2016,"Deer, White-Tailed",51.214639018,-114.327408113
December,2016,"Deer, White-Tailed",51.096392912,-114.594530314
December,2016,"Deer, White-Tailed",56.7950837,-111.4336744
December,2016,"Deer, White-Tailed",51.168863014,-114.308566013
December,2016,Elk,51.088827322,-114.409089927
December,2016,Elk,51.102012936,-114.612199366
December,2016,"Fox, Red",53.568243524,-113.336085202
December,2016,Moose,50.204959103,-114.182890501
December,2016,Moose,50.335824774,-114.231279196
December,2016,Moose,50.197874329,-114.181916934
December,2016,Moose,56.365522365,-117.364166184
